zaman,yukseklik,ivme
18.960,3095.7,-10.951
18.980,3097.8,-10.946
19.000,3099.8,-10.942
19.020,3101.8,-10.937
19.040,3103.9,-10.932
19.060,3105.9,-10.927
19.080,3107.9,-10.924
19.100,3109.9,-10.921
19.120,3111.9,-10.916
19.140,3113.9,-10.909
19.160,3115.9,-10.901
19.180,3117.9,-10.895
19.200,3119.9,-10.888
19.220,3121.8,-10.882
19.240,3123.8,-10.877
19.260,3125.8,-10.872
19.280,3127.8,-10.868
19.300,3129.7,-10.863
19.320,3131.7,-10.859
19.340,3133.6,-10.853
19.360,3135.6,-10.848
19.380,3137.5,-10.842
19.400,3139.5,-10.835
19.420,3141.4,-10.829
19.440,3143.3,-10.823
19.460,3145.3,-10.817
19.480,3147.2,-10.811
19.500,3149.1,-10.805
19.520,3151.0,-10.799
19.540,3152.9,-10.792
19.560,3154.9,-10.786
19.580,3156.8,-10.78
19.600,3158.7,-10.775
19.620,3160.5,-10.77
19.640,3162.4,-10.765
19.660,3164.3,-10.76
19.680,3166.2,-10.756
19.700,3168.1,-10.751
19.720,3170.0,-10.747
19.740,3171.8,-10.743
19.760,3173.7,-10.739
19.780,3175.5,-10.735
19.800,3177.4,-10.731
19.820,3179.3,-10.728
19.840,3181.1,-10.724
19.860,3182.9,-10.721
19.880,3184.8,-10.717
19.900,3186.6,-10.713
19.920,3188.4,-10.708
19.940,3190.3,-10.703
19.960,3192.1,-10.697
19.980,3193.9,-10.693
20.000,3195.7,-10.689
20.020,3197.5,-10.685
20.040,3199.3,-10.679
20.060,3201.1,-10.674
20.080,3202.9,-10.669
20.100,3204.7,-10.664
20.120,3206.5,-10.659
20.140,3208.3,-10.654
20.160,3210.1,-10.649
20.180,3211.8,-10.645
20.200,3213.6,-10.64
20.220,3215.4,-10.635
20.240,3217.1,-10.63
20.260,3218.9,-10.625
20.280,3220.7,-10.621
20.300,3222.4,-10.616
20.320,3224.1,-10.612
20.340,3225.9,-10.608
20.360,3227.6,-10.603
20.380,3229.4,-10.599
20.400,3231.1,-10.595
20.420,3232.8,-10.591
20.440,3234.5,-10.587
20.460,3236.2,-10.583
20.480,3237.9,-10.579
20.500,3239.7,-10.575
20.520,3241.4,-10.571
20.540,3243.1,-10.567
20.560,3244.7,-10.563
20.580,3246.4,-10.56
20.600,3248.1,-10.556
20.620,3249.8,-10.553
20.640,3251.5,-10.549
20.660,3253.2,-10.545
20.680,3254.8,-10.542
20.700,3256.5,-10.539
20.720,3258.1,-10.536
20.740,3259.8,-10.532
20.760,3261.5,-10.529
20.780,3263.1,-10.526
20.800,3264.7,-10.524
20.820,3266.4,-10.521
20.840,3268.0,-10.516
20.860,3269.6,-10.512
20.880,3271.3,-10.509
20.900,3272.9,-10.506
20.920,3274.5,-10.502
20.940,3276.1,-10.498
20.960,3277.7,-10.494
20.980,3279.3,-10.492
21.000,3280.9,-10.49
21.020,3282.5,-10.486
21.040,3284.1,-10.482
21.060,3285.7,-10.478
21.080,3287.3,-10.474
21.100,3288.9,-10.469
21.120,3290.5,-10.465
21.140,3292.0,-10.46
21.160,3293.6,-10.455
21.180,3295.2,-10.451
21.200,3296.7,-10.447
21.220,3298.3,-10.442
21.240,3299.8,-10.437
21.260,3301.4,-10.433
21.280,3302.9,-10.429
21.300,3304.5,-10.425
21.320,3306.0,-10.422
21.340,3307.5,-10.42
21.360,3309.0,-10.418
21.380,3310.6,-10.414
21.400,3312.1,-10.411
21.420,3313.6,-10.407
21.440,3315.1,-10.403
21.460,3316.6,-10.398
21.480,3318.1,-10.394
21.500,3319.6,-10.391
21.520,3321.1,-10.387
21.540,3322.6,-10.383
21.560,3324.1,-10.379
21.580,3325.6,-10.376
21.600,3327.0,-10.372
21.620,3328.5,-10.368
21.640,3330.0,-10.365
21.660,3331.4,-10.361
21.680,3332.9,-10.358
21.700,3334.4,-10.355
21.720,3335.8,-10.352
21.740,3337.2,-10.349
21.760,3338.7,-10.346
21.780,3340.1,-10.341
21.800,3341.6,-10.337
21.820,3343.0,-10.333
21.840,3344.4,-10.329
21.860,3345.8,-10.325
21.880,3347.3,-10.322
21.900,3348.7,-10.319
21.920,3350.1,-10.316
21.940,3351.5,-10.313
21.960,3352.9,-10.309
21.980,3354.3,-10.306
22.000,3355.7,-10.303
22.020,3357.1,-10.299
22.040,3358.5,-10.296
22.060,3359.8,-10.292
22.080,3361.2,-10.289
22.100,3362.6,-10.286
22.120,3364.0,-10.282
22.140,3365.3,-10.279
22.160,3366.7,-10.276
22.180,3368.0,-10.274
22.200,3369.4,-10.271
22.220,3370.7,-10.268
22.240,3372.1,-10.266
22.260,3373.4,-10.263
22.280,3374.8,-10.26
22.300,3376.1,-10.257
22.320,3377.4,-10.255
22.340,3378.7,-10.253
22.360,3380.1,-10.251
22.380,3381.4,-10.248
22.400,3382.7,-10.246
22.420,3384.0,-10.243
22.440,3385.3,-10.241
22.460,3386.6,-10.24
22.480,3387.9,-10.237
22.500,3389.2,-10.234
22.520,3390.5,-10.231
22.540,3391.7,-10.229
22.560,3393.0,-10.226
22.580,3394.3,-10.222
22.600,3395.6,-10.219
22.620,3396.8,-10.215
22.640,3398.1,-10.212
22.660,3399.4,-10.208
22.680,3400.6,-10.205
22.700,3401.9,-10.201
22.720,3403.1,-10.198
22.740,3404.3,-10.195
22.760,3405.6,-10.192
22.780,3406.8,-10.188
22.800,3408.0,-10.185
22.820,3409.3,-10.181
22.840,3410.5,-10.178
22.860,3411.7,-10.176
22.880,3412.9,-10.173
22.900,3414.1,-10.17
22.920,3415.3,-10.168
22.940,3416.5,-10.165
22.960,3417.7,-10.163
22.980,3418.9,-10.16
23.000,3420.1,-10.158
23.020,3421.3,-10.156
23.040,3422.5,-10.154
23.060,3423.7,-10.152
23.080,3424.8,-10.149
23.100,3426.0,-10.147
23.120,3427.2,-10.144
23.140,3428.3,-10.141
23.160,3429.5,-10.139
23.180,3430.6,-10.136
23.200,3431.8,-10.133
23.220,3432.9,-10.131
23.240,3434.1,-10.129
23.260,3435.2,-10.127
23.280,3436.3,-10.125
23.300,3437.5,-10.124
23.320,3438.6,-10.122
23.340,3439.7,-10.12
23.360,3440.8,-10.118
23.380,3441.9,-10.118
23.400,3443.0,-10.117
23.420,3444.1,-10.116
23.440,3445.2,-10.114
23.460,3446.3,-10.112
23.480,3447.4,-10.11
23.500,3448.5,-10.108
23.520,3449.6,-10.106
23.540,3450.7,-10.105
23.560,3451.7,-10.103
23.580,3452.8,-10.1
23.600,3453.9,-10.096
23.620,3454.9,-10.094
23.640,3456.0,-10.092
23.660,3457.1,-10.091
23.680,3458.1,-10.089
23.700,3459.2,-10.086
23.720,3460.2,-10.083
23.740,3461.2,-10.08
23.760,3462.3,-10.077
23.780,3463.3,-10.076
23.800,3464.3,-10.076
23.820,3465.4,-10.075
23.840,3466.4,-10.075
23.860,3467.4,-10.074
23.880,3468.4,-10.074
23.900,3469.4,-10.073
23.920,3470.4,-10.071
23.940,3471.4,-10.068
23.960,3472.4,-10.065
23.980,3473.4,-10.064
24.000,3474.4,-10.062
24.020,3475.4,-10.062
24.040,3476.3,-10.061
24.060,3477.3,-10.061
24.080,3478.3,-10.059
24.100,3479.2,-10.058
24.120,3480.2,-10.056
24.140,3481.2,-10.055
24.160,3482.1,-10.053
24.180,3483.1,-10.052
24.200,3484.0,-10.05
24.220,3485.0,-10.048
24.240,3485.9,-10.047
24.260,3486.8,-10.046
24.280,3487.8,-10.045
24.300,3488.7,-10.044
24.320,3489.6,-10.042
24.340,3490.5,-10.039
24.360,3491.4,-10.036
24.380,3492.4,-10.033
24.400,3493.3,-10.03
24.420,3494.2,-10.026
24.440,3495.1,-10.021
24.460,3496.0,-10.017
24.480,3496.8,-10.015
24.500,3497.7,-10.014
24.520,3498.6,-10.013
24.540,3499.5,-10.011
24.560,3500.4,-10.009
24.580,3501.2,-10.005
24.600,3502.1,-10.001
24.620,3503.0,-9.9985
24.640,3503.8,-9.9972
24.660,3504.7,-9.9958
24.680,3505.5,-9.9919
24.700,3506.4,-9.988
24.720,3507.2,-9.9854
24.740,3508.0,-9.9843
24.760,3508.9,-9.9832
24.780,3509.7,-9.9804
24.800,3510.5,-9.9774
24.820,3511.4,-9.9745
24.840,3512.2,-9.9718
24.860,3513.0,-9.9691
24.880,3513.8,-9.9666
24.900,3514.6,-9.9643
24.920,3515.4,-9.9621
24.940,3516.2,-9.96
24.960,3517.0,-9.958
24.980,3517.8,-9.9556
25.000,3518.6,-9.9534
25.020,3519.4,-9.9515
25.040,3520.1,-9.9499
25.060,3520.9,-9.9482
25.080,3521.7,-9.9467
25.100,3522.5,-9.9452
25.120,3523.2,-9.9435
25.140,3524.0,-9.9417
25.160,3524.7,-9.94
25.180,3525.5,-9.9385
25.200,3526.2,-9.937
25.220,3527.0,-9.9357
25.240,3527.7,-9.9344
25.260,3528.4,-9.9331
25.280,3529.2,-9.9315
25.300,3529.9,-9.93
25.320,3530.6,-9.9285
25.340,3531.3,-9.9271
25.360,3532.0,-9.9258
25.380,3532.8,-9.9246
25.400,3533.5,-9.9234
25.420,3534.2,-9.9223
25.440,3534.9,-9.921
25.460,3535.6,-9.9197
25.480,3536.3,-9.9184
25.500,3536.9,-9.9171
25.520,3537.6,-9.9159
25.540,3538.3,-9.9146
25.560,3539.0,-9.9133
25.580,3539.6,-9.9119
25.600,3540.3,-9.9104
25.620,3541.0,-9.9089
25.640,3541.6,-9.9073
25.660,3542.3,-9.9057
25.680,3542.9,-9.9043
25.700,3543.6,-9.9029
25.720,3544.2,-9.9017
25.740,3544.9,-9.9008
25.760,3545.5,-9.8999
25.780,3546.1,-9.8985
25.800,3546.8,-9.897
25.820,3547.4,-9.8957
25.840,3548.0,-9.8948
25.860,3548.6,-9.8938
25.880,3549.2,-9.8934
25.900,3549.8,-9.8931
25.920,3550.4,-9.8926
25.940,3551.0,-9.8916
25.960,3551.6,-9.8907
25.980,3552.2,-9.8898
26.000,3552.8,-9.8889
26.020,3553.4,-9.8878
26.040,3554.0,-9.8864
26.060,3554.6,-9.8849
26.080,3555.1,-9.8834
26.100,3555.7,-9.8819
26.120,3556.3,-9.8805
26.140,3556.8,-9.8794
26.160,3557.4,-9.8782
26.180,3557.9,-9.8771
26.200,3558.5,-9.876
26.220,3559.0,-9.8748
26.240,3559.6,-9.8734
26.260,3560.1,-9.872
26.280,3560.6,-9.8707
26.300,3561.2,-9.8694
26.320,3561.7,-9.868
26.340,3562.2,-9.8664
26.360,3562.7,-9.8649
26.380,3563.2,-9.8634
26.400,3563.7,-9.862
26.420,3564.3,-9.8607
26.440,3564.8,-9.8596
26.460,3565.2,-9.8585
26.480,3565.7,-9.8572
26.500,3566.2,-9.8559
26.520,3566.7,-9.8547
26.540,3567.2,-9.8535
26.560,3567.7,-9.8524
26.580,3568.1,-9.8513
26.600,3568.6,-9.8503
26.620,3569.1,-9.8493
26.640,3569.5,-9.8484
26.660,3570.0,-9.8474
26.680,3570.5,-9.8464
26.700,3570.9,-9.8455
26.720,3571.4,-9.8444
26.740,3571.8,-9.8434
26.760,3572.2,-9.8424
26.780,3572.7,-9.8415
26.800,3573.1,-9.8407
26.820,3573.5,-9.8399
26.840,3573.9,-9.8389
26.860,3574.4,-9.838
26.880,3574.8,-9.837
26.900,3575.2,-9.8359
26.920,3575.6,-9.8349
26.940,3576.0,-9.8339
26.960,3576.4,-9.8329
26.980,3576.8,-9.8319
27.000,3577.2,-9.831
27.020,3577.6,-9.8301
27.040,3577.9,-9.8292
27.060,3578.3,-9.8283
27.080,3578.7,-9.8274
27.100,3579.1,-9.8264
27.120,3579.4,-9.8255
27.140,3579.8,-9.8246
27.160,3580.2,-9.8237
27.180,3580.5,-9.8229
27.200,3580.9,-9.8221
27.220,3581.2,-9.8214
27.240,3581.6,-9.8206
27.260,3581.9,-9.8198
27.280,3582.2,-9.819
27.300,3582.6,-9.8183
27.320,3582.9,-9.8175
27.340,3583.2,-9.8168
27.360,3583.5,-9.8161
27.380,3583.9,-9.8153
27.400,3584.2,-9.8146
27.420,3584.5,-9.8139
27.440,3584.8,-9.8132
27.460,3585.1,-9.8124
27.480,3585.4,-9.8118
27.500,3585.7,-9.8111
27.520,3586.0,-9.8104
27.540,3586.2,-9.8098
27.560,3586.5,-9.8092
27.580,3586.8,-9.8085
27.600,3587.1,-9.8079
27.620,3587.3,-9.8073
27.640,3587.6,-9.8068
27.660,3587.9,-9.8063
27.680,3588.1,-9.8057
27.700,3588.4,-9.8051
27.720,3588.6,-9.8045
27.740,3588.9,-9.804
27.760,3589.1,-9.8035
27.780,3589.3,-9.803
27.800,3589.6,-9.8026
27.820,3589.8,-9.8021
27.840,3590.0,-9.8015
27.860,3590.3,-9.801
27.880,3590.5,-9.8004
27.900,3590.7,-9.7998
27.920,3590.9,-9.7993
27.940,3591.1,-9.7988
27.960,3591.3,-9.7983
27.980,3591.5,-9.7978
28.000,3591.7,-9.7974
28.020,3591.9,-9.7969
28.040,3592.1,-9.7964
28.060,3592.3,-9.7959
28.080,3592.4,-9.7955
28.100,3592.6,-9.7951
28.120,3592.8,-9.7947
28.140,3592.9,-9.7941
28.160,3593.1,-9.7935
28.180,3593.3,-9.7932
28.200,3593.4,-9.793
28.220,3593.6,-9.7927
28.240,3593.7,-9.7924
28.260,3593.9,-9.7922
28.280,3594.0,-9.7919
28.300,3594.1,-9.7916
28.320,3594.3,-9.7913
28.340,3594.4,-9.7911
28.360,3594.5,-9.7909
28.380,3594.6,-9.7906
28.400,3594.8,-9.7903
28.420,3594.9,-9.7899
28.440,3595.0,-9.7896
28.460,3595.1,-9.7893
28.480,3595.2,-9.789
28.500,3595.3,-9.7886
28.520,3595.4,-9.7884
28.540,3595.5,-9.7884
28.560,3595.5,-9.7883
28.580,3595.6,-9.7878
28.600,3595.7,-9.7871
28.620,3595.8,-9.7863
28.640,3595.8,-9.7858
28.660,3595.9,-9.7853
28.680,3596.0,-9.785
28.700,3596.0,-9.7847
28.720,3596.1,-9.7842
28.740,3596.1,-9.7833
28.760,3596.2,-9.7825
28.780,3596.2,-9.7828
28.800,3596.3,-9.7831
28.820,3596.3,-9.7832
28.840,3596.3,-9.7829
28.860,3596.3,-9.786
28.880,3596.4,-9.7859
28.900,3596.4,-9.7858
28.920,3596.4,-9.7857
28.940,3596.4,-9.7857
28.960,3596.4,-9.7856
28.980,3596.4,-9.7855
29.000,3596.4,-9.7854
29.020,3596.4,-9.7853
29.040,3596.4,-9.7852
29.060,3596.4,-9.7734
29.080,3596.3,-9.7599
29.100,3596.2,-9.7456
29.120,3596.1,-9.7277
29.140,3595.9,-9.7064
29.160,3595.8,-9.6787
29.180,3595.6,-9.6435
29.200,3595.3,-9.6051
29.220,3595.1,-9.5634
29.240,3594.8,-9.5187
29.260,3594.5,-9.4749
29.280,3594.2,-9.4223
29.300,3593.8,-9.3667
29.320,3593.4,-9.3042
29.340,3593.0,-9.2336
29.360,3592.5,-9.1563
29.380,3592.0,-9.0738
29.400,3591.5,-8.9864
29.420,3591.0,-8.9012
29.440,3590.4,-8.806
29.460,3589.8,-8.7131
29.480,3589.1,-8.6107
29.500,3588.4,-8.4967
29.520,3587.7,-8.3831
29.540,3586.9,-8.2736
29.560,3586.1,-8.1556
29.580,3585.2,-8.0326
29.600,3584.3,-7.9026
29.620,3583.4,-7.7636
29.640,3582.4,-7.6197
29.660,3581.3,-7.475
29.680,3580.2,-7.3265
29.700,3579.0,-7.1748
29.720,3577.8,-7.018
29.740,3576.5,-6.8543
29.760,3575.1,-6.6842
29.780,3573.7,-6.5143
29.800,3572.2,-6.3362
29.820,3570.5,-6.1555
29.840,3568.8,-5.9666
29.860,3567.0,-5.7711
29.880,3565.1,-5.563
29.900,3563.1,-5.3655
29.920,3560.9,-5.1507
29.940,3558.6,-4.928
29.960,3556.2,-4.7225
29.980,3553.5,-4.5022
30.000,3550.7,-4.2785
30.020,3547.7,-4.0291
30.040,3544.4,-3.8027
30.060,3540.8,-3.5611
30.080,3536.9,-3.3279
30.100,3532.5,-3.0737
30.120,3527.7,-2.8211
30.140,3522.4,-2.5565
30.160,3516.2,-2.3013
30.180,3509.2,-2.0264
30.200,3500.9,-1.7438
30.220,3490.8,-1.4624
30.240,3477.9,-1.1724
30.260,3462.6,-0.87244
30.280,3447.0,-0.6004
30.300,3431.3,-0.40324
30.320,3415.6,-0.2629
30.340,3399.8,-0.17102
30.360,3383.9,-0.10345
30.380,3368.1,-0.050016
30.400,3352.2,-0.020154
30.420,3336.3,0.0012228
30.440,3320.4,0.016735
30.460,3304.6,0.027872
30.480,3288.7,0.038562
30.500,3272.9,0.042078
30.520,3257.0,0.043559
30.540,3241.2,0.046175
30.560,3225.4,0.048475
30.580,3209.6,0.050163
30.600,3193.8,0.051564
30.620,3178.0,0.054
30.640,3162.3,0.053765
30.660,3146.5,0.055279
30.680,3130.8,0.047866
30.700,3115.0,0.05022
30.720,3099.3,0.055813
30.740,3083.6,0.050752
30.760,3067.9,0.047999
30.780,3052.3,0.048907
30.800,3036.6,0.049169
30.820,3021.0,0.050257
30.840,3005.3,0.049689
30.860,2989.7,0.05861
30.880,2974.1,0.049886
30.900,2958.5,0.050156
30.920,2942.9,0.053422
30.940,2927.3,0.052178
30.960,2911.8,0.051063
30.980,2896.2,0.052846
31.000,2880.7,0.050778
31.020,2865.2,0.052068
31.040,2849.7,0.049499
31.060,2834.2,0.05073
31.080,2818.7,0.051436
31.100,2803.2,0.052145
31.120,2787.8,0.052184
31.140,2772.3,0.048517
31.160,2756.9,0.049482
31.180,2741.5,0.049056
31.200,2726.1,0.050492
31.220,2710.7,0.049054
31.240,2695.3,0.048946
31.260,2679.9,0.048825
31.280,2664.6,0.048519
31.300,2649.2,0.048928
31.320,2633.9,0.048513
31.340,2618.6,0.049143
31.360,2603.3,0.047754
31.380,2588.0,0.04871
31.400,2572.7,0.048049
31.420,2557.4,0.048064
31.440,2542.2,0.047967
31.460,2526.9,0.048033
31.480,2511.7,0.050904
31.500,2496.4,0.049651
31.520,2481.2,0.046721
31.540,2466.0,0.048067
31.560,2450.8,0.048603
31.580,2435.7,0.049112
31.600,2420.5,0.05054
31.620,2405.4,0.046592
31.640,2390.2,0.04707
31.660,2375.1,0.047462
31.680,2360.0,0.052089
31.700,2344.9,0.048152
31.720,2329.8,0.046342
31.740,2314.7,0.046496
31.760,2299.6,0.046661
31.780,2284.6,0.046902
31.800,2269.5,0.047247
31.820,2254.5,0.047274
31.840,2239.5,0.047974
31.860,2224.5,0.045809
31.880,2209.5,0.054893
31.900,2194.5,0.043148
31.920,2179.5,0.044876
31.940,2164.6,0.044243
31.960,2149.6,0.044988
31.980,2134.7,0.04561
32.000,2119.8,0.044933
32.020,2104.8,0.045411
32.040,2089.9,0.044531
32.060,2075.0,0.044732
32.080,2060.2,0.045427
32.100,2045.3,0.043835
32.120,2030.4,0.044282
32.140,2015.6,0.057398
32.160,2000.8,0.047883
32.180,1985.9,0.039968
32.200,1971.1,0.043314
32.220,1956.3,0.046861
32.240,1941.5,0.042541
32.260,1926.7,0.043715
32.280,1912.0,0.047947
32.300,1897.2,0.043857
32.320,1882.5,0.043975
32.340,1867.7,0.045881
32.360,1853.0,0.051447
32.380,1838.3,0.041777
32.400,1823.6,0.042864
32.420,1808.9,0.044372
32.440,1794.2,0.044098
32.460,1779.6,0.0473
32.480,1764.9,0.052651
32.500,1750.3,0.040822
32.520,1735.6,0.040335
32.540,1721.0,0.045347
32.560,1706.4,0.047595
32.580,1691.8,0.040683
32.600,1677.2,0.040943
32.620,1662.6,0.040513
32.640,1648.1,0.040874
32.660,1633.5,0.041699
32.680,1619.0,0.043419
32.700,1604.4,0.041704
32.720,1589.9,0.043528
32.740,1575.4,0.043811
32.760,1560.9,0.040136
32.780,1546.4,0.043274
32.800,1531.9,0.039944
32.820,1517.4,0.040646
32.840,1503.0,0.041409
32.860,1488.5,0.051442
32.880,1474.1,0.043132
32.900,1459.7,0.039966
32.920,1445.2,0.043993
32.940,1430.8,0.043248
32.960,1416.4,0.04031
32.980,1402.0,0.041963
33.000,1387.7,0.042755
33.020,1373.3,0.041381
33.040,1358.9,0.041791
33.060,1344.6,0.041543
33.080,1330.3,0.041511
33.100,1315.9,0.04184
33.120,1301.6,0.044598
33.140,1287.3,0.042444
33.160,1273.0,0.04143
33.180,1258.7,0.040549
33.200,1244.5,0.041376
33.220,1230.2,0.040956
33.240,1216.0,0.040722
33.260,1201.7,0.041042
33.280,1187.5,0.045539
33.300,1173.3,0.038334
33.320,1159.1,0.041885
33.340,1144.9,0.044432
33.360,1130.7,0.0367
33.380,1116.5,0.039475
33.400,1102.3,0.046362
33.420,1088.2,0.03693
33.440,1074.0,0.039615
33.460,1059.9,0.035858
33.480,1045.7,0.037311
33.500,1031.6,0.037625
33.520,1017.5,0.039532
33.540,1003.4,0.04754
33.560,989.32,0.039202
33.580,975.24,0.054155
33.600,961.18,0.033854
33.620,947.12,0.034136
33.640,933.07,0.036405
33.660,919.03,0.037664
33.680,905.0,0.041053
33.700,890.98,0.038349
33.720,876.97,0.040213
33.740,862.97,0.038747
33.760,848.98,0.038976
33.780,834.99,0.039142
33.800,821.02,0.042306
33.820,807.06,0.038694
33.840,793.11,0.044356
33.860,779.17,0.036274
33.880,765.24,0.037148
33.900,751.32,0.037516
33.920,737.4,0.037867
33.940,723.5,0.038314
33.960,709.61,0.03804
33.980,695.72,0.038643
34.000,681.85,0.039126
34.020,667.98,0.037298
34.040,654.13,0.043524
34.060,640.29,0.045365
34.080,626.45,0.033003
34.100,612.63,0.035226
34.120,598.81,0.034753
34.140,585.0,0.0374
34.160,571.2,0.036809
34.180,557.42,0.035419
34.200,543.64,0.039926
34.220,529.87,0.034775
34.240,516.1,0.035799
34.260,502.35,0.038717
34.280,488.61,0.038486
34.300,474.88,0.036596
34.320,474.68,67.793
34.340,474.47,64.994
34.360,474.26,62.247
34.380,474.04,59.551
34.400,473.82,56.906
34.420,473.59,54.313
34.440,473.36,51.771
34.460,473.12,49.281
34.480,472.87,46.842
34.500,472.62,44.454
34.520,472.35,42.119
34.540,472.08,39.835
34.560,471.8,37.602
34.580,471.51,35.421
34.600,471.2,33.289
34.620,470.89,31.21
34.640,470.56,29.182
34.660,470.21,27.206
34.680,469.85,25.282
34.700,469.48,23.412
34.720,469.08,21.605
34.740,468.66,19.857
34.760,468.21,18.133
34.780,467.74,16.462
34.800,467.23,14.847
34.820,466.67,13.283
34.840,466.07,11.767
34.860,465.4,10.295
34.880,464.66,8.8975
34.900,463.82,7.5329
34.920,462.84,6.2215
34.940,461.66,4.9689
34.960,460.19,3.771
34.980,458.15,2.6199
35.000,454.92,1.5273
35.020,449.99,0.50675
35.040,445.12,-0.001691
35.060,440.25,0.001405
35.080,435.38,0.049701
35.100,430.52,-0.037267
35.120,425.65,0.024704
35.140,420.79,-0.014279
35.160,415.93,0.02877
35.180,411.07,-0.014689
35.200,406.21,-0.0028534
35.220,401.35,0.012234
35.240,396.49,-0.0012658
35.260,391.63,0.010518
35.280,386.78,0.026217
35.300,381.92,-0.021168
35.320,377.07,0.0032196
35.340,372.21,0.024029
35.360,367.37,-0.0031541
35.380,362.52,0.014813
35.400,357.67,-0.010138
35.420,352.82,-0.0029096
35.440,347.98,0.036264
35.460,343.13,-0.023477
35.480,338.29,0.046249
35.500,333.46,-0.032516
35.520,328.61,-0.0008947
35.540,323.77,0.016727
35.560,318.93,0.016298
35.580,314.1,0.025725
35.600,309.27,-0.037436
35.620,304.43,-0.0013384
35.640,299.6,0.0047764
35.660,295.09,0.061748
35.680,290.27,-0.0081248
35.700,285.44,-0.032274
35.720,280.61,0.0081797
35.740,275.78,-0.00062486
35.760,270.95,0.011249
35.780,266.12,0.0070095
35.800,261.3,0.0052115
35.820,256.47,-0.0029962
35.840,251.65,0.022673
35.860,247.05,0.036609
35.880,242.24,-0.018888
35.900,237.42,-0.025773
35.920,233.33,0.07424
35.940,228.52,-0.054127
35.960,223.7,0.0045714
35.980,218.89,0.039165
36.000,214.08,-0.005122
36.020,209.26,-0.0181
36.040,204.45,0.0062589
36.060,199.64,0.026634
36.080,194.83,-0.022211
36.100,190.02,0.007283
36.120,185.21,0.0055399
36.140,180.4,0.025986
36.160,175.6,-0.020364
36.180,170.79,0.0066059
36.200,165.99,0.0030356
36.220,161.18,0.011591
36.240,156.39,0.03409
36.260,151.59,-0.021019
36.280,146.79,0.0035923
36.300,141.99,0.0092583
36.320,137.2,-0.0015971
36.340,132.4,-0.0023468
36.360,128.13,0.06404
36.380,123.34,-0.037004
36.400,118.55,-0.0027267
36.420,113.76,0.025665
36.440,109.0,0.025815
36.460,104.31,0.0055137
36.480,99.527,-0.047923
36.500,94.738,0.0059072
36.520,89.951,0.013687
36.540,85.165,-0.00522
36.560,80.379,0.0049724
36.580,76.363,0.074157
36.600,71.587,-0.056114
36.620,66.804,0.0063265
36.640,62.027,0.038113
36.660,57.25,-0.027243
36.680,52.472,0.0064285
36.700,47.695,0.0099468
36.720,42.919,-0.0048076
36.740,38.143,0.002679
36.760,33.368,0.0047772
36.780,28.595,0.010746
36.800,23.823,0.0010743
36.820,19.052,0.0087204
36.840,14.285,0.021589
36.860,9.5201,-0.0092562
36.880,4.8153,0.045032
36.900,0.057964,-0.016297
36.920,-4.6986,0.022845
